"age_dv","N","proportion_high_use","mean_weekday_use"
9,1,0,2
10,563,0.0870337477797513,2.50799289520426
11,686,0.120991253644315,2.57288629737609
12,926,0.102591792656587,2.61555075593953
13,947,0.136219640971489,2.73812038014784
14,1028,0.17704280155642,2.83171206225681
15,1004,0.181274900398406,2.82669322709163
16,23,0.0434782608695652,2.56521739130435
