learner,fe_estimate,dml_estimate,difference,bootstrap_se,t_statistic,p_value,fe_variance,dml_variance,covariance,successful_reps,requested_reps,n
Elastic net,0.0126518641319513,0.0746512249634982,-0.0619993608315469,0.0493684154475724,-1.25585073512007,0.209170092955059,0.00254120414457237,0.00124357246746193,0.000673768084115092,500,500,4316
Lasso,0.0126518641319513,0.0724562080760616,-0.0598043439441103,0.0492097650371487,-1.2152942388358,0.22425388844227,0.00254120414457237,0.00123798304277968,0.000678793106170331,500,500,4316
Random forest,0.0126518641319513,0.0775376687160652,-0.0648858045841139,0.0552229612745849,-1.17497872418472,0.240003227821084,0.00254120414457237,0.00109334611711863,0.000292487404878349,500,500,4316
Neural net,0.0126518641319513,0.0739015258722992,-0.0612496617403479,0.0540783686746752,-1.13260927134866,0.257378373468632,0.00254120414457237,0.00111495275662634,0.000365843471342306,500,500,4316
